TTvNJZiMm4UA2R9xFmMWs3DugzFH9UgNJV, USDT balance: 30430865651, TRX balance: 9134062941, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TFXbFksX6vakTKkUJzXMStyLaAjfAcy3jm, USDT balance: 1922230800, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TBjA2U4z2Yeq3FeJ9pb15u8LzAmJjq9cQG, USDT balance: 1229395015, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TBvePM5E87MQT4QWhLu9RCfPxyu1n42ANM, USDT balance: 6106390950, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TX4uctowFgf4VGj3iMCtxYLu3TCw3trpSu, USDT balance: 921886200, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TBj3zNpTDn4YuN5Zp82WyzVEB9mZKsXjVz, USDT balance: 12298000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSci7uD2Tq7HvcGhzSVAPsK3j2VcKoczyp, USDT balance: 2242031600, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TGt1q61bPc6ZvNcmFPHowuLf5HFxu8M3Ru, USDT balance: 159000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TPQBEaHpHMjRWxJ2uSZmzTCMyqNEEMSCt3, USDT balance: 912725720, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TMEBkeVzR3txi5yMVNUwi2egF5hJfmroDN, USDT balance: 1549420200, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSVi7MbncgWqgnJFRYdLnW27TRF8DQczg6, USDT balance: 556676297, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TTBV1c1QB6vGrrqBYpFysyLTihhCYSpKwf, USDT balance: 79000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TMFdWsd2ft5eVTEoSVTsaPvZfVoSvrjR3D, USDT balance: 1589353055, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TLQ8cN1bXMGh6w3XPXrHFAwqJiSJX4WGD6, USDT balance: 493244997, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TMPYDfHs7Ufw9q9pqyQRwsHvM9PSdYnPwf, USDT balance: 2128682293, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TUjLgtTbTNcTV5f2M67HZQPPaUoww5x1t4, USDT balance: 121845000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSd2RjYW5fZakgpdDBjimePe7f4SzHwidc, USDT balance: 552601700, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TH6z8PQKYszXfB9e9Zpe56Hgoqnno45xzC, USDT balance: 1575750759, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TJg3wNz6TQhJkW1rhDPatxMS76azAATNx1, USDT balance: 102995222, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TTUNkHnFVyGC3qhhMeuheUAfax4MWjKevz, USDT balance: 4000000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TN2J1JoTMkEyDrLs6s2rvs9w9wkjy64ppr, USDT balance: 918427057, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TFazAKqsexYqUCbqK5n1RAtL4KBJw4ZRjH, USDT balance: 874628600, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TJq1j9LyMRt7R8xwc7X3VFYh25EvhxFMdx, USDT balance: 99000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TWFr85i7ac55V2BPrECxcBp5Ph9GQC8Yt6, USDT balance: 5216000000, TRX balance: 36000003, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TMyXxY4qs231erUsW26BjTyFcpPxnZUVCq, USDT balance: 994745443, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TYCsMz9jwXhRRR432THRzRWW5gU6H2iSay, USDT balance: 618000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TVwJLY9LyeDkMECciHjdWd8LzmFryJqA2Q, USDT balance: 8500000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TRRE1AMNeseVW46yBgGofpHi5vfKUwCTBZ, USDT balance: 300000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSosKxfcMvHygCQBy5peZdyzoEwxjXAQ1U, USDT balance: 305000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TTFdVc3MSSpMU27uYFZUcJacQ3J8Xorqex, USDT balance: 2923996300, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TNP1DUVbkuY5CUyKHBS7KpeErdeVx6nfUE, USDT balance: 1870000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TDYaHBvLtEZRDkKoPJSt61k3rvwXik1YYQ, USDT balance: 486000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSUPaYM9RNfon2Z4xsnGDNHNbrjycqBupA, USDT balance: 4073468300, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TFz2jHDAnDbhUGRrtMnEHy1dSaZdwY7SpH, USDT balance: 8932000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TNr5NSWVVmC7AdsGVnEtu9iFUjR1fQWv36, USDT balance: 3218440800, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TP8Hmr3H2GtJQWJHaeBshUmmiBwCSyHJ1d, USDT balance: 82089070, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TJkzrqVMB9NohDS1JrNDATyvRyGLewkc1E, USDT balance: 200000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TVtzy6M29eUK9bWXewpXhXZ8xR6tsUrPUN, USDT balance: 524786700, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TJbtr7mzTyZGqyXHgV1JQxfe3eUobJsxRq, USDT balance: 1034953200, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TU7iGNRKajuisFM1BURyTVAFmwRCrofFJW, USDT balance: 5724339969, TRX balance: 36000006, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TQ1o88gaMSX4rb4XchpHLDcLV2rSrSg125, USDT balance: 288000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TFMZdabCNmcnuFA1Sq8AAbFdu9P1ES3rTZ, USDT balance: 499200000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TPM2xMi56Po6WH6jcGXcPyCHR5XuQFkoJT, USDT balance: 19999000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TKCmyTwmBvnSzLYVCY3rpEt6cmr4x4Gwkt, USDT balance: 288000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TWAu5u9dhC5pEn9pLhnMRmnZGdwwKGyqxz, USDT balance: 2437445000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TX1prSpC5pd8BfMsTrhE7oTnZyzP3P1oSf, USDT balance: 555370000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TKP5PbUtmJW63Xvx2SRNLWoio5DrcKMSuy, USDT balance: 59000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TFDxCxaaDRjxttYMH4NMmj4Ungeb3ijwmV, USDT balance: 207612795, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TP4hbzT1f32f982Cm2CaJJ3cZWRC3HrqmQ, USDT balance: 4993997805, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSEs1kYWAa1iLSLoarpPSfDJQu9EpNe5fp, USDT balance: 3335661000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TFQiV2xPjHxLjG6de7EwFfFhYvKcT7aAND, USDT balance: 10757754470, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TT8ncCzfJUDRESb7fUMDQkVnwUugj6raZZ, USDT balance: 57916668, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TPgJxusbQGf16n7YWf2UytJBHoUzhQ9ywZ, USDT balance: 35659482, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TXME1DmHcpUvd27KtErQ56UEPLyBdmU3zS, USDT balance: 7860908442, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TRzT4thAbZNm5CnbzybxiSCjiSDu5PZS5q, USDT balance: 66765300, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TTmA5zcTTUxQyUwwshHFfhXkBfimDMj8YB, USDT balance: 378100000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TLZzT47DrgzXgqmzvJUfCVy6ChsMk5HuJp, USDT balance: 45000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TN6iUrZcr1UtBA2gKo3qNTmowjd3phoTVA, USDT balance: 260060000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TVyhpym413MpRFCgyfhDSFG1n4DQuv3hYG, USDT balance: 1000000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TWnjKywUkyRPeEVjtHsUZWrgj9tsAtcYSE, USDT balance: 250400000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TBYcuu9VTFkRuaBb7Piy9RaCXHXFevPa4c, USDT balance: 1661000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TADbYAcWCKfuok1bfDukf8JY9MmYTJfDkq, USDT balance: 941879494, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSzXsYGkYyBBr9mo8VCk9fDcDD5AitY8gm, USDT balance: 8096095, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TH7fSApBjv17Kof2p4FvP8xsfydQYREj2j, USDT balance: 5253320000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TM21RRTzEV5nawUCKJ5CDVKfj7exgeUgtQ, USDT balance: 533200000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TNwD6M4nsHPF5JBXoaKMBboTUDUTdcMMrV, USDT balance: 48649370106, TRX balance: 36000008, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TN82WLPEjLunEWtZfzS7qrYq4LQcnhUFvP, USDT balance: 2615034200, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSQagbXrkH66es3xYHZts1z4TovBSs7FJ4, USDT balance: 1654400000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TBy3LdnfVWMdXRJX2W6h6HetKHxqT4Skk7, USDT balance: 953600000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TDmDdYqtT3ZJxQTWYHFQGh9YFRHr7Xy9ng, USDT balance: 24396781, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TPgtnWsAnZqnBHS5h7KdYrTfeqhBFTM6aw, USDT balance: 76000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
THELtiAdJAmH6YEwsKqiD4vkA5RkVq5RPN, USDT balance: 1592002014, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TTR8RHaKozh9461v4cktZrFbctocbfttBZ, USDT balance: 3504000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TTeQnuXmBRuXUgbCypfjs3kMxTaSHQoA5P, USDT balance: 461077000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TXq2FhCQNGQsjMajF9xkjGFjRYQiPMNT2i, USDT balance: 1499010000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TUVZffqbGa38ib5a7KucGs7A4UrhfMbVg2, USDT balance: 299000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TVavxtPrJw3ccjkxwk1tSK2XU2Ek2YjdPY, USDT balance: 1542870000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TWRLaVDtrHD6xsD3ZNmK1M2FMKTgGC1rL3, USDT balance: 35000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TYnbjHxotiSwcJwXMd7akrZgpNpv1a9YDC, USDT balance: 440405888, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TGeayBxZsqndthbPEqH7TFqqz57ciVDkVZ, USDT balance: 76740000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TZBXfdnsJnLSXTNu89uHjpgdt3CidZxLWX, USDT balance: 799200000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TK8MgxkPMwrfHnryj8kurZENPmuuJyP7Kg, USDT balance: 253500000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TFDmWJsFK5ABXadLjFvCUAkxi1o1fW8taP, USDT balance: 467437405, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TGA6i4QHxzsNj3xWQLoNFJr5UtFPVSTU6w, USDT balance: 1021382386, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
THD81QpDsHDkT13kcCmt6ohRjpr3WENmvu, USDT balance: 2300870000, TRX balance: 36000014, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TNXL5HBKqbAPynWdUV2iWz91fH7iB1fibW, USDT balance: 499000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TWLH3B91DMvSKrDXCqz7f541FVHv7hrB2B, USDT balance: 199000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TXm7HG3EJe9pEaXYuPC3VpiWqayg9PeFAz, USDT balance: 7696052300, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TQTFgs1nfWijQKsE9fyYLKC84or3g3rUUq, USDT balance: 53591063, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TA7eAYxM5TXmvjqc9oRwA7C4Av3t53Tu6T, USDT balance: 166455736, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TNqxx23fBQHB4yUoJc2Mde4TnQ6sxgQT2i, USDT balance: 2000000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSAWGfoFowzgeLWArf8GfpQMjsEDz9DB3t, USDT balance: 110321924, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TECbstKnMiMuNuAtqdPnr9kiiWtsdskChH, USDT balance: 2700000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TRkzUWKx3AAM6pdUM5SwHswVvWvyTd5rHz, USDT balance: 940000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TFYV4XrcAe3KQDWgKipRZDMWoNgjetokXC, USDT balance: 15012173020, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TWRnMV6tKzuusKjT4BK9c58aoxHEMCyPhr, USDT balance: 249200000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
THWg3qtu9wgXHjyeCpbTpsZyhJG3vJGLZh, USDT balance: 200000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TQKxPMx5wY4oyXEyboGPSNruBgFSNmXAkd, USDT balance: 425000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TVeXV9MLfBjuqyuVznQHjZmjrSNbSwwsBt, USDT balance: 4203620856, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TK3QZfr6dFYkG67Zx1oHDgfgc1ohsoYwAq, USDT balance: 700000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TXZDW4iieksnzHqjfFQRyojiL57BUeCYaG, USDT balance: 1157147477, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TPForqx4K2wg7iMEo1gdoHoecz9R6TFaFV, USDT balance: 999000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TErMCN5c2fk7M1SHo5yEoNzUqSnP3qSNti, USDT balance: 99000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TWiBWsaL1dWsy67iztJ9hmk2arjMMLeLQT, USDT balance: 10000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TZGeJyeFMCQPEZSegJV1dBZPjuKwiLRJrX, USDT balance: 10000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TXy6TKRW5dNBS83qjtz7ftC1EGcYhqKQ9X, USDT balance: 583951300, TRX balance: 36000009, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TDifcHgbGmKEpcZ1RG93BRDzhVRD8f3MQM, USDT balance: 346700000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TEr2BF2r3CeERg3JjKbV312FQfAG9umWcu, USDT balance: 1125746762, TRX balance: 36000003, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TCzHY9K8yyaAGeA5WnTtsbKUCtHMiQ6cMj, USDT balance: 1498808072, TRX balance: 36000004, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TV3txzZZhtkenUxKDDqbQoBZghmbhf2nVk, USDT balance: 1867107459, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TLtYvCM1bZQm8sfeE4dMcDun4GMr7MwnCp, USDT balance: 6554060768, TRX balance: 36000004, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TUZePq3QTRcSouiCdPdXj6BZM9oqJiXaLE, USDT balance: 50000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TH7Mqc9mEpxjFnkncQ6bCafqiui9ah26fW, USDT balance: 249998000000, TRX balance: 36000003, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
THk14HRJNuZYFbtAiVRXHmfSS4QQgAfrmj, USDT balance: 13948035125, TRX balance: 36000009, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TAsUw4sKTsin2P1peWN1ykTgAdHhmhvVQu, USDT balance: 1604000000, TRX balance: 36000004, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TT4HrMdxgNPSWhvPfkSKAaiaijzgThKYb9, USDT balance: 9292890986, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TZHG1pUPfKvAcNtWaTvKdWM568syQCfvrf, USDT balance: 283867266, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TSJqgTE32VneVacSmFa5DE8R5pAJEDHErp, USDT balance: 100000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
THGwd3DcWAwPVhQD6JLJjUCG7ghF1rNV3n, USDT balance: 2761479732, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TTx2yyZeavXam1WsMmFQe3ms76J11K6eZQ, USDT balance: 89600000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TQvPr2jSwEjVT1qWuW52mhhtHLqEeWGZCD, USDT balance: 2544506261, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TEzy2uBcR5rsBqMjT6DJ9W9xDDu9TCt4Tj, USDT balance: 1499000000, TRX balance: 36000006, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TQL44zRcruE5a2eMBQ97VPyck98N7GSvq9, USDT balance: 314000000, TRX balance: 36000006, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TX8M3SV4zHJuRj6HjDFdvaiZUVrA8Cn73n, USDT balance: 1201809062, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TS7j294moTvJicDym1MqmWUttiNyxhVKb1, USDT balance: 18999000000, TRX balance: 36000003, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TCUaB2cGBfnoHKsyoFbq2KjxXCKG6CRJ1C, USDT balance: 118500000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TGp1qyer6aJHcKPmWLttvcpZ4CFcsvcpvT, USDT balance: 2824924783, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TCeKMjg4aFMQwdAhsde5jbcAL9d2Cw27xR, USDT balance: 3546463378, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TXAHk2myPQqsp71HBCKkEpuDQ1FhhCTkHR, USDT balance: 1798894600, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TMJU18Z3CTNxE58eaY8CaS1oisfvPqjASz, USDT balance: 946087480, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TQmQBvA2MLa2UWRFX7eE2ZvgaWXDoevjpE, USDT balance: 500200000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
THNxpDA9AxuX4YvqdegVyGkLgKkA5o1Wib, USDT balance: 100000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TGqoHiHxKbYiqVpwEApiC8qSut2bkovTCD, USDT balance: 5933232265, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TThiGY8U6dzeNkrTowXojHUtjfdt71cXiY, USDT balance: 262000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TPPp4STfsN16qSrJZ1qGUdZgWtk5ueRTxV, USDT balance: 20000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TBJsawZTrVdTqdJeogPwmJ9sFNRyHwptJG, USDT balance: 5959000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TBLysz598zzoT2tMcZBcLe3VxvX4w1s5vo, USDT balance: 16565233, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TC5tRYUsNW985pjbUd5q9Fvr9b2uhJ4evh, USDT balance: 1166000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TCoXXiFoWQVLMfraNKJ7Mq96DU6No76En6, USDT balance: 599000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TYKP2Z9a1TG3APskRNgsYBNHYmwCAzkWN3, USDT balance: 57000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TEnaD6WBRcArHUcspyvpt1vN3yfEcTLi4K, USDT balance: 500000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TRTo9bDJ6L412hwWGwaHXz7ZAbrrLnXPzt, USDT balance: 80000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
THeQQBGtUpGkYVzRQdfzTU8ztGFHtL8cWA, USDT balance: 1248000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TGpoGcuwzMYSsoACd14TS7VchLGmFXmvSB, USDT balance: 5000000000, TRX balance: 36000000, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TPv6ow94fsx5hsw2gmXvbQYxpjsvY6iXdu, USDT balance: 524681400, TRX balance: 36000001, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
TDMvpi6GAj8dfYpFzPvygAfMWU2AzLMPkR, USDT balance: 909000000, TRX balance: 36000001, needsConsolidation: true, tokenConsolidationState.trx:usdt: true
